cohort_month,cash_request_id,status,cash_request_amount
2020-07,7010.0,3,100.0
2020-07,7014.0,4,100.0
2020-07,7016.0,4,100.0
2020-07,7017.0,3,100.0
2020-07,7020.0,3,100.0
2020-07,7026.0,4,100.0
2020-07,7027.0,3,100.0
2020-07,7037.0,3,100.0
2020-07,7038.0,3,100.0
2020-07,7052.0,3,100.0
2020-07,7056.0,4,100.0
2020-07,7060.0,3,100.0
2020-07,7061.0,3,100.0
2020-07,7070.0,3,100.0
2020-07,7072.0,3,100.0
2020-07,7077.0,3,50.0
2020-07,7087.0,3,100.0
2020-07,7102.0,3,100.0
2020-07,7104.0,3,100.0
2020-07,7110.0,3,100.0
2020-07,7112.0,4,100.0
2020-07,7120.0,4,30.0
2020-07,7129.0,3,100.0
2020-07,7137.0,3,100.0
2020-07,7138.0,3,100.0
2020-07,7139.0,4,100.0
2020-07,7146.0,3,100.0
2020-07,7154.0,3,100.0
2020-07,7170.0,4,100.0
2020-07,7187.0,3,100.0
2020-07,7196.0,3,100.0
2020-07,7199.0,3,100.0
2020-07,7200.0,3,100.0
2020-07,7234.0,4,100.0
2020-07,7285.0,3,100.0
2020-07,7296.0,3,100.0
2020-07,7298.0,3,100.0
2020-07,7306.0,3,100.0
2020-07,7317.0,[2 4],200.0
2020-07,7333.0,4,100.0
2020-07,7334.0,4,100.0
2020-07,7336.0,3,100.0
2020-07,7341.0,3,80.0
2020-07,7346.0,3,100.0
2020-07,7353.0,4,100.0
2020-07,7368.0,3,100.0
2020-07,7370.0,3,50.0
2020-07,7380.0,3,100.0
2020-07,7389.0,3,50.0
2020-07,7407.0,4,100.0
2020-07,7408.0,3,100.0
2020-07,7428.0,3,100.0
2020-07,7470.0,3,100.0
2020-07,7484.0,3,100.0
2020-07,7502.0,3,45.0
2020-07,7529.0,3,100.0
2020-07,7569.0,3,100.0
2020-07,7582.0,4,100.0
2020-07,7607.0,3,100.0
2020-07,7615.0,3,50.0
2020-07,7618.0,3,100.0
2020-07,7638.0,4,100.0
2020-07,7657.0,3,100.0
2020-07,7658.0,3,50.0
2020-07,7660.0,3,100.0
2020-07,7661.0,3,100.0
2020-07,7671.0,3,100.0
2020-07,7674.0,4,100.0
2020-07,7678.0,3,95.0
2020-07,7689.0,3,100.0
2020-07,7691.0,4,100.0
2020-07,7701.0,3,100.0
2020-07,7760.0,3,100.0
2020-07,7798.0,3,50.0
2020-07,7814.0,3,100.0
2020-07,7826.0,4,100.0
2020-07,7830.0,3,100.0
2020-07,7844.0,3,100.0
2020-07,7850.0,3,100.0
2020-07,7855.0,4,100.0
2020-07,7865.0,3,100.0
2020-07,7910.0,3,100.0
2020-07,7918.0,3,100.0
2020-07,7921.0,3,50.0
2020-07,7930.0,3,100.0
2020-07,7934.0,3,50.0
2020-07,7938.0,3,50.0
2020-07,7967.0,4,100.0
2020-07,7976.0,4,100.0
2020-07,7980.0,3,100.0
2020-07,7990.0,4,100.0
2020-07,7999.0,3,100.0
2020-07,8037.0,3,100.0
2020-07,8093.0,3,100.0
2020-07,8104.0,3,100.0
2020-07,8108.0,4,50.0
2020-07,8124.0,3,100.0
2020-07,8144.0,4,50.0
2020-07,8146.0,4,100.0
2020-07,8154.0,3,100.0
2020-07,8180.0,3,100.0
2020-07,8182.0,3,100.0
2020-07,8199.0,3,100.0
2020-07,8202.0,3,100.0
2020-07,8205.0,3,100.0
2020-07,8207.0,3,70.0
2020-07,8216.0,3,100.0
2020-07,8226.0,4,100.0
2020-07,8229.0,3,100.0
2020-07,8231.0,3,100.0
2020-07,8234.0,3,100.0
2020-07,8248.0,3,100.0
2020-07,8249.0,3,100.0
2020-07,8264.0,3,100.0
2020-07,8277.0,3,100.0
2020-07,8284.0,4,100.0
2020-07,8312.0,3,100.0
2020-07,8318.0,3,100.0
2020-07,8335.0,3,100.0
2020-07,8338.0,3,100.0
2020-07,8340.0,3,100.0
2020-07,8343.0,3,100.0
2020-07,8348.0,3,100.0
2020-07,8354.0,3,50.0
2020-07,8356.0,3,100.0
2020-07,8386.0,4,100.0
2020-07,8404.0,4,100.0
2020-07,8406.0,4,100.0
2020-07,8443.0,3,100.0
2020-07,8452.0,3,100.0
2020-07,8461.0,3,100.0
2020-07,8463.0,3,100.0
2020-07,8474.0,3,100.0
2020-07,8475.0,3,100.0
2020-07,8476.0,4,100.0
2020-07,8477.0,4,100.0
2020-07,8519.0,3,100.0
2020-07,8523.0,3,100.0
2020-07,8526.0,3,100.0
2020-07,8528.0,3,100.0
2020-07,8543.0,4,100.0
2020-07,8551.0,3,100.0
2020-07,8565.0,4,50.0
2020-07,8587.0,4,50.0
2020-07,8604.0,3,100.0
2020-07,8617.0,3,50.0
2020-07,8628.0,3,100.0
2020-07,8633.0,3,50.0
2020-07,8649.0,3,100.0
2020-07,8655.0,3,50.0
2020-07,8665.0,4,50.0
2020-07,8675.0,3,100.0
2020-07,8677.0,3,50.0
2020-07,8692.0,3,50.0
2020-07,8702.0,3,100.0
2020-07,8712.0,3,100.0
2020-07,8713.0,3,100.0
2020-07,8716.0,3,100.0
2020-07,8735.0,3,100.0
2020-07,8751.0,3,100.0
2020-07,8755.0,3,50.0
2020-07,8781.0,3,100.0
2020-07,8803.0,4,100.0
2020-07,8811.0,3,60.0
2020-07,8856.0,3,100.0
2020-07,8865.0,3,50.0
2020-07,8879.0,3,100.0
2020-07,8880.0,3,100.0
2020-07,8890.0,3,20.0
2020-07,8931.0,3,100.0
2020-07,8934.0,4,100.0
2020-07,8948.0,3,100.0
2020-07,8951.0,3,25.0
2020-07,8952.0,4,100.0
2020-07,8964.0,3,40.0
2020-07,8973.0,3,20.0
2020-07,8977.0,3,50.0
2020-07,8989.0,3,20.0
2020-07,9005.0,3,100.0
2020-07,9079.0,4,100.0
2020-07,9082.0,3,50.0
2020-07,9083.0,3,50.0
2020-07,9110.0,3,50.0
2020-07,9136.0,3,80.0
2020-07,9154.0,3,100.0
2020-07,9213.0,4,50.0
2020-07,9214.0,3,50.0
2020-07,9217.0,3,60.0
2020-07,9223.0,3,100.0
2020-07,9281.0,3,50.0
2020-07,9285.0,3,100.0
2020-07,9289.0,3,100.0
2020-07,9296.0,3,100.0
2020-07,9311.0,3,100.0
2020-07,9327.0,3,50.0
2020-07,9333.0,4,60.0
2020-07,9351.0,3,100.0
2020-07,9354.0,3,100.0
2020-07,9395.0,3,50.0
2020-07,9397.0,3,100.0
2020-07,9440.0,4,50.0
2020-07,9449.0,3,100.0
2020-07,9454.0,3,50.0
2020-07,9460.0,3,100.0
2020-07,9466.0,3,100.0
2020-07,9467.0,3,100.0
2020-07,9491.0,3,100.0
2020-07,9498.0,3,20.0
2020-07,9507.0,3,50.0
2020-07,9556.0,3,100.0
2020-07,9584.0,3,100.0
2020-07,9585.0,3,70.0
2020-07,9595.0,3,50.0
2020-07,9596.0,3,100.0
2020-07,9603.0,3,100.0
2020-07,9606.0,3,90.0
2020-07,9608.0,3,100.0
2020-07,9627.0,3,100.0
2020-07,9648.0,3,50.0
2020-07,9651.0,3,50.0
2020-07,9659.0,3,40.0
2020-07,9667.0,3,50.0
2020-07,9670.0,3,100.0
2020-07,9713.0,3,50.0
2020-07,9720.0,4,30.0
2020-07,9738.0,3,100.0
2020-07,9797.0,,100.0
2020-07,9808.0,3,10.0
2020-07,9816.0,4,70.0
2020-07,9817.0,3,50.0
2020-07,9822.0,3,50.0
2020-07,9824.0,3,100.0
2020-07,9830.0,3,50.0
2020-07,9842.0,3,100.0
2020-07,9860.0,3,30.0
2020-07,9894.0,3,100.0
2020-07,9903.0,3,100.0
2020-07,9913.0,3,100.0
2020-07,9937.0,3,100.0
2020-07,9969.0,3,50.0
2020-07,9971.0,3,100.0
2020-07,9984.0,3,100.0
2020-07,9988.0,4,50.0
2020-07,9992.0,3,100.0
2020-07,10019.0,3,100.0
2020-07,10022.0,3,20.0
2020-07,10030.0,3,100.0
2020-07,10037.0,3,50.0
2020-07,10062.0,3,100.0
2020-07,10067.0,4,100.0
2020-07,10078.0,3,50.0
2020-07,10083.0,3,50.0
2020-07,10088.0,3,50.0
2020-07,10092.0,3,100.0
2020-07,10128.0,3,50.0
2020-07,10132.0,3,100.0
2020-07,10133.0,3,100.0
2020-07,10158.0,4,100.0
2020-07,10173.0,4,50.0
2020-07,10179.0,3,100.0
2020-07,10187.0,4,50.0
2020-07,10224.0,3,100.0
2020-07,10229.0,3,100.0
2020-07,10235.0,3,50.0
2020-07,10255.0,3,100.0
2020-07,10262.0,3,100.0
2020-07,10267.0,4,100.0
2020-07,10281.0,3,100.0
2020-07,10287.0,4,100.0
2020-07,10292.0,3,100.0
2020-07,10295.0,3,100.0
2020-07,10310.0,3,100.0
2020-07,10315.0,3,100.0
2020-07,10319.0,3,100.0
2020-07,10342.0,3,100.0
2020-07,10347.0,3,100.0
2020-07,10349.0,3,100.0
2020-07,10353.0,3,100.0
2020-07,10356.0,3,100.0
2020-07,10358.0,4,100.0
2020-07,10378.0,3,50.0
2020-07,10390.0,3,100.0
2020-07,10396.0,4,100.0
2020-07,10397.0,4,100.0
2020-07,10401.0,3,100.0
2020-08,10402.0,3,100.0
2020-08,10415.0,3,100.0
2020-08,10419.0,3,100.0
2020-08,10431.0,3,100.0
2020-08,10436.0,3,50.0
2020-08,10455.0,4,100.0
2020-08,10457.0,4,50.0
2020-08,10460.0,3,100.0
2020-08,10479.0,3,70.0
2020-08,10485.0,3,100.0
2020-08,10487.0,2,50.0
2020-08,10496.0,4,50.0
2020-08,10513.0,3,100.0
2020-08,10514.0,3,100.0
2020-08,10523.0,3,100.0
2020-08,10526.0,3,100.0
2020-08,10527.0,3,100.0
2020-08,10535.0,3,50.0
2020-08,10541.0,3,100.0
2020-08,10548.0,3,100.0
2020-08,10573.0,3,100.0
2020-08,10580.0,4,100.0
2020-08,10585.0,2,100.0
2020-08,10601.0,3,100.0
2020-08,10604.0,2,100.0
2020-08,10608.0,3,100.0
2020-08,10612.0,3,100.0
2020-08,10619.0,3,70.0
2020-08,10625.0,3,100.0
2020-08,10636.0,3,100.0
2020-08,10645.0,4,50.0
2020-08,10658.0,3,100.0
2020-08,10703.0,3,100.0
2020-08,10714.0,3,50.0
2020-08,10754.0,3,50.0
2020-08,10761.0,2,100.0
2020-08,10765.0,4,50.0
2020-08,10769.0,3,50.0
2020-08,10777.0,3,100.0
2020-08,10792.0,3,50.0
2020-08,10817.0,3,50.0
2020-08,10820.0,3,11.0
2020-08,10826.0,2,100.0
2020-08,10839.0,3,50.0
2020-08,10848.0,3,50.0
2020-08,10871.0,3,100.0
2020-08,10874.0,3,100.0
2020-08,10880.0,3,100.0
2020-08,10884.0,3,100.0
2020-08,10886.0,3,100.0
2020-08,10891.0,4,100.0
2020-08,10902.0,3,100.0
2020-08,10910.0,3,100.0
2020-08,10914.0,3,50.0
2020-08,10951.0,3,50.0
2020-08,10956.0,3,50.0
2020-08,10965.0,3,100.0
2020-08,10966.0,3,100.0
2020-08,10981.0,3,50.0
2020-08,10986.0,3,100.0
2020-08,10995.0,4,50.0
2020-08,10999.0,3,100.0
2020-08,11011.0,3,50.0
2020-08,11014.0,3,50.0
2020-08,11020.0,3,100.0
2020-08,11023.0,3,100.0
2020-08,11035.0,3,100.0
2020-08,11042.0,4,100.0
2020-08,11050.0,3,50.0
2020-08,11053.0,3,100.0
2020-08,11070.0,3,100.0
2020-08,11072.0,4,100.0
2020-08,11076.0,3,50.0
2020-08,11091.0,3,65.0
2020-08,11093.0,4,50.0
2020-08,11106.0,4,100.0
2020-08,11112.0,3,100.0
2020-08,11123.0,3,30.0
2020-08,11124.0,3,50.0
2020-08,11126.0,3,50.0
2020-08,11133.0,3,50.0
2020-08,11140.0,4,100.0
2020-08,11147.0,3,100.0
2020-08,11153.0,4,50.0
2020-08,11161.0,3,50.0
2020-08,11186.0,3,50.0
2020-08,11193.0,3,100.0
2020-08,11195.0,3,50.0
2020-08,11210.0,3,100.0
2020-08,11234.0,3,100.0
2020-08,11237.0,3,100.0
2020-08,11242.0,3,50.0
2020-08,11261.0,3,100.0
2020-08,11277.0,3,100.0
2020-08,11278.0,3,100.0
2020-08,11296.0,3,100.0
2020-08,11298.0,3,100.0
2020-08,11306.0,3,50.0
2020-08,11314.0,3,100.0
2020-08,11316.0,3,50.0
2020-08,11322.0,3,50.0
2020-08,11336.0,4,50.0
2020-08,11363.0,3,50.0
2020-08,11369.0,4,50.0
2020-08,11378.0,3,100.0
2020-08,11381.0,3,100.0
2020-08,11395.0,3,50.0
2020-08,11398.0,2,50.0
2020-08,11410.0,3,50.0
2020-08,11420.0,3,100.0
2020-08,11427.0,3,100.0
2020-08,11428.0,3,100.0
2020-08,11440.0,4,50.0
2020-08,11443.0,3,100.0
2020-08,11445.0,3,100.0
2020-08,11453.0,3,10.0
2020-08,11461.0,4,50.0
2020-08,11474.0,3,100.0
2020-08,11477.0,3,100.0
2020-08,11481.0,3,100.0
2020-08,11490.0,3,100.0
2020-08,11495.0,2,100.0
2020-08,11498.0,4,50.0
2020-08,11499.0,3,100.0
2020-08,11503.0,3,100.0
2020-08,11509.0,4,100.0
2020-08,11532.0,3,50.0
2020-08,11550.0,4,40.0
2020-08,11552.0,3,100.0
2020-08,11609.0,3,100.0
2020-08,11652.0,3,100.0
2020-08,11655.0,3,50.0
2020-08,11658.0,3,100.0
2020-08,11665.0,3,100.0
2020-08,11668.0,4,100.0
2020-08,11671.0,4,100.0
2020-08,11679.0,4,100.0
2020-08,11688.0,3,100.0
2020-08,11689.0,4,100.0
2020-08,11690.0,3,100.0
2020-08,11695.0,3,100.0
2020-08,11700.0,3,100.0
2020-08,11707.0,4,100.0
2020-08,11711.0,3,100.0
2020-08,11714.0,3,100.0
2020-08,11719.0,3,100.0
2020-08,11725.0,3,50.0
2020-08,11731.0,3,100.0
2020-08,11745.0,3,50.0
2020-08,11757.0,4,100.0
2020-08,11764.0,3,100.0
2020-08,11773.0,3,100.0
2020-08,11778.0,3,100.0
2020-08,11784.0,3,100.0
2020-08,11790.0,3,100.0
2020-08,11797.0,3,50.0
2020-08,11800.0,3,100.0
2020-08,11816.0,3,100.0
2020-08,11820.0,3,100.0
2020-08,11825.0,3,100.0
2020-08,11827.0,4,100.0
2020-08,11828.0,4,100.0
2020-08,11837.0,4,50.0
2020-08,11840.0,4,50.0
2020-08,11841.0,3,100.0
2020-08,11846.0,3,100.0
2020-08,11855.0,3,100.0
2020-08,11859.0,3,100.0
2020-08,11873.0,4,100.0
2020-08,11875.0,3,100.0
2020-08,11877.0,4,100.0
2020-08,11882.0,4,100.0
2020-08,11886.0,3,50.0
2020-08,11897.0,3,100.0
2020-08,11899.0,4,100.0
2020-08,11905.0,3,100.0
2020-08,11909.0,3,100.0
2020-08,11954.0,4,50.0
2020-08,11972.0,4,50.0
2020-08,11984.0,4,50.0
2020-08,11985.0,3,100.0
2020-08,11987.0,3,100.0
2020-08,11992.0,3,100.0
2020-08,11999.0,3,100.0
2020-08,12000.0,4,100.0
2020-08,12001.0,3,100.0
2020-08,12008.0,3,100.0
2020-08,12017.0,3,50.0
2020-08,12027.0,4,100.0
2020-08,12035.0,3,100.0
2020-08,12038.0,4,100.0
2020-08,12043.0,4,100.0
2020-08,12048.0,3,100.0
2020-08,12051.0,3,100.0
2020-08,12065.0,4,100.0
2020-08,12087.0,3,100.0
2020-08,12091.0,4,100.0
2020-08,12097.0,3,100.0
2020-08,12103.0,3,100.0
2020-08,12107.0,3,50.0
2020-08,12109.0,4,50.0
2020-08,12121.0,3,100.0
2020-08,12127.0,3,100.0
2020-08,12173.0,4,100.0
2020-08,12187.0,4,100.0
2020-08,12189.0,3,100.0
2020-08,12199.0,4,100.0
2020-08,12205.0,4,50.0
2020-08,12210.0,3,50.0
2020-08,12213.0,3,50.0
2020-08,12222.0,3,100.0
2020-08,12232.0,4,100.0
2020-08,12285.0,3,100.0
2020-08,12288.0,3,100.0
2020-08,12312.0,3,100.0
2020-08,12329.0,3,100.0
2020-08,12334.0,3,100.0
2020-08,12345.0,3,100.0
2020-08,12347.0,3,100.0
2020-08,12349.0,3,100.0
2020-08,12360.0,3,100.0
2020-08,12361.0,4,100.0
2020-08,12365.0,3,100.0
2020-08,12371.0,3,100.0
2020-08,12373.0,3,100.0
2020-08,12389.0,4,100.0
2020-08,12391.0,3,100.0
2020-08,12409.0,3,100.0
2020-08,12426.0,3,100.0
2020-08,12447.0,3,100.0
2020-08,12452.0,3,50.0
2020-08,12468.0,4,50.0
2020-08,12469.0,3,45.0
2020-08,12477.0,4,100.0
2020-08,12487.0,3,50.0
2020-08,12499.0,3,100.0
2020-08,12520.0,2,100.0
2020-08,12524.0,3,50.0
2020-08,12528.0,3,100.0
2020-08,12540.0,4,50.0
2020-08,12555.0,3,100.0
2020-08,12557.0,,100.0
2020-08,12558.0,3,100.0
2020-08,12592.0,3,100.0
2020-08,12623.0,3,50.0
2020-08,12627.0,3,40.0
2020-08,12636.0,3,50.0
2020-08,12643.0,3,100.0
2020-08,12648.0,3,100.0
2020-08,12655.0,3,100.0
2020-08,12658.0,3,100.0
2020-08,12669.0,4,100.0
2020-08,12670.0,3,100.0
2020-08,12681.0,3,100.0
2020-08,12691.0,3,50.0
2020-08,12697.0,3,100.0
2020-08,12710.0,4,50.0
2020-08,12716.0,4,50.0
2020-08,12723.0,4,20.0
2020-08,12738.0,3,50.0
2020-08,12744.0,3,100.0
2020-08,12771.0,3,100.0
2020-08,12777.0,3,50.0
2020-08,12790.0,3,100.0
2020-08,12797.0,3,50.0
2020-08,12805.0,3,50.0
2020-08,12812.0,3,50.0
2020-08,12822.0,3,50.0
2020-08,12826.0,3,100.0
2020-08,12838.0,4,100.0
2020-08,12847.0,3,40.0
2020-08,12858.0,3,100.0
2020-08,12870.0,3,100.0
2020-08,12879.0,3,100.0
2020-08,12886.0,3,100.0
2020-08,12899.0,3,50.0
2020-08,12900.0,3,50.0
2020-08,12903.0,3,50.0
2020-08,12906.0,4,100.0
2020-08,12908.0,3,100.0
2020-08,12912.0,3,100.0
2020-08,12929.0,3,100.0
2020-08,12932.0,3,100.0
2020-08,12944.0,3,50.0
2020-08,12947.0,3,100.0
2020-08,12949.0,4,100.0
2020-08,12952.0,2,30.0
2020-08,12956.0,3,100.0
2020-08,12957.0,3,100.0
2020-08,12960.0,3,100.0
2020-08,12961.0,,100.0
2020-08,13013.0,3,100.0
2020-08,13014.0,3,100.0
2020-08,13015.0,3,50.0
2020-08,13044.0,3,80.0
2020-08,13056.0,4,100.0
2020-08,13072.0,3,50.0
2020-08,13089.0,3,100.0
2020-08,13091.0,3,100.0
2020-08,13092.0,3,100.0
2020-08,13093.0,4,100.0
2020-08,13100.0,3,100.0
2020-08,13107.0,3,100.0
2020-08,13136.0,3,70.0
2020-08,13140.0,4,50.0
2020-08,13191.0,3,100.0
2020-08,13192.0,3,100.0
2020-08,13195.0,3,100.0
2020-08,13201.0,3,100.0
2020-08,13212.0,3,50.0
2020-08,13259.0,3,50.0
2020-08,13265.0,3,100.0
2020-08,13280.0,3,100.0
2020-08,13289.0,3,100.0
2020-08,13296.0,3,100.0
2020-08,13299.0,3,100.0
2020-08,13300.0,3,50.0
2020-08,13307.0,4,100.0
2020-08,13317.0,3,100.0
2020-08,13320.0,4,50.0
2020-08,13330.0,4,100.0
2020-08,13331.0,3,100.0
2020-08,13338.0,4,100.0
2020-08,13352.0,3,40.0
2020-08,13365.0,3,100.0
2020-08,13368.0,3,100.0
2020-08,13425.0,3,100.0
2020-08,13431.0,4,100.0
2020-08,13436.0,3,50.0
2020-08,13450.0,3,100.0
2020-08,13455.0,3,100.0
2020-08,13468.0,3,100.0
2020-08,13493.0,3,100.0
2020-08,13503.0,3,100.0
2020-08,13515.0,3,100.0
2020-08,13516.0,3,50.0
2020-08,13524.0,3,100.0
2020-08,13536.0,3,90.0
2020-08,13550.0,4,50.0
2020-08,13564.0,3,50.0
2020-08,13569.0,3,100.0
2020-08,13570.0,3,100.0
2020-08,13588.0,3,100.0
2020-08,13600.0,3,100.0
2020-08,13608.0,3,100.0
2020-08,13623.0,3,100.0
2020-08,13627.0,3,50.0
2020-08,13644.0,3,100.0
2020-08,13660.0,3,70.0
2020-08,13668.0,3,50.0
2020-08,13671.0,3,100.0
2020-08,13673.0,3,50.0
2020-08,13679.0,3,30.0
2020-08,13709.0,3,50.0
2020-08,13715.0,3,100.0
2020-08,13727.0,3,100.0
2020-08,13739.0,3,100.0
2020-08,13742.0,4,100.0
2020-08,13759.0,3,100.0
2020-08,13760.0,3,50.0
2020-08,13765.0,3,100.0
2020-08,13767.0,3,100.0
2020-08,13770.0,3,100.0
2020-08,13783.0,3,50.0
2020-08,13797.0,3,50.0
2020-08,13802.0,,100.0
2020-08,13804.0,3,100.0
2020-08,13813.0,3,50.0
2020-08,13819.0,4,45.0
2020-08,13822.0,3,50.0
2020-08,13831.0,3,50.0
2020-08,13836.0,3,100.0
2020-08,13838.0,3,100.0
2020-08,13864.0,4,50.0
2020-08,13866.0,3,100.0
2020-08,13867.0,3,100.0
2020-08,13877.0,3,50.0
2020-08,13882.0,4,100.0
2020-08,13883.0,3,50.0
2020-08,13904.0,3,100.0
2020-08,13940.0,3,100.0
2020-08,13949.0,3,50.0
2020-08,13951.0,3,50.0
2020-08,13956.0,3,50.0
2020-08,13971.0,3,50.0
2020-08,13975.0,3,100.0
2020-08,13991.0,3,50.0
2020-08,14008.0,3,100.0
2020-08,14028.0,3,100.0
2020-08,14031.0,3,100.0
2020-08,14042.0,3,100.0
2020-08,14050.0,3,100.0
2020-08,14060.0,4,50.0
2020-08,14068.0,3,100.0
2020-08,14069.0,3,100.0
2020-08,14070.0,3,50.0
2020-08,14071.0,3,50.0
2020-08,14076.0,4,50.0
2020-08,14077.0,3,100.0
2020-08,14078.0,3,100.0
2020-08,14080.0,3,100.0
2020-08,14083.0,3,50.0
2020-08,14086.0,4,100.0
2020-08,14093.0,3,20.0
2020-08,14097.0,3,100.0
2020-08,14099.0,3,30.0
2020-08,14106.0,3,50.0
2020-08,14107.0,3,100.0
2020-08,14115.0,3,100.0
2020-08,14130.0,3,50.0
2020-08,14146.0,3,100.0
2020-08,14150.0,3,20.0
2020-08,14158.0,3,100.0
2020-09,14178.0,3,50.0
2020-09,14179.0,3,100.0
2020-09,14181.0,3,100.0
2020-09,14189.0,3,100.0
2020-09,14194.0,3,100.0
2020-09,14211.0,4,100.0
2020-09,14232.0,3,100.0
2020-09,14269.0,3,100.0
2020-09,14282.0,4,50.0
2020-09,14289.0,4,100.0
2020-09,14298.0,3,50.0
2020-09,14304.0,3,100.0
2020-09,14305.0,3,50.0
2020-09,14326.0,3,50.0
2020-09,14335.0,4,50.0
2020-09,14353.0,3,50.0
2020-09,14378.0,3,50.0
2020-09,14384.0,3,50.0
2020-09,14396.0,3,100.0
2020-09,14399.0,3,100.0
2020-09,14415.0,3,100.0
2020-09,14432.0,3,100.0
2020-09,14441.0,3,50.0
2020-09,14445.0,4,50.0
2020-09,14462.0,3,100.0
2020-09,14476.0,3,100.0
2020-09,14482.0,3,100.0
2020-09,14493.0,3,100.0
2020-09,14503.0,3,100.0
2020-09,14510.0,3,100.0
2020-09,14514.0,3,100.0
2020-09,14522.0,3,100.0
2020-09,14529.0,3,50.0
2020-09,14544.0,3,100.0
2020-09,14555.0,3,100.0
2020-09,14558.0,3,100.0
2020-09,14574.0,3,50.0
2020-09,14575.0,3,100.0
2020-09,14586.0,3,50.0
2020-09,14588.0,3,100.0
2020-09,14597.0,3,50.0
2020-09,14606.0,3,100.0
2020-09,14634.0,3,100.0
2020-09,14636.0,3,100.0
2020-09,14649.0,4,50.0
2020-09,14650.0,3,100.0
2020-09,14655.0,3,100.0
2020-09,14673.0,3,100.0
2020-09,14674.0,3,100.0
2020-09,14681.0,3,50.0
2020-09,14686.0,3,100.0
2020-09,14694.0,4,50.0
2020-09,14699.0,4,50.0
2020-09,14705.0,3,100.0
2020-09,14706.0,3,100.0
2020-09,14707.0,3,100.0
2020-09,14711.0,3,100.0
2020-09,14715.0,3,100.0
2020-09,14730.0,4,100.0
2020-09,14733.0,3,100.0
2020-09,14737.0,3,50.0
2020-09,14742.0,4,50.0
2020-09,14754.0,4,50.0
2020-09,14757.0,4,100.0
2020-09,14759.0,3,100.0
2020-09,14763.0,3,50.0
2020-09,14774.0,3,100.0
2020-09,14782.0,3,100.0
2020-09,14789.0,4,100.0
2020-09,14801.0,3,100.0
2020-09,14804.0,3,50.0
2020-09,14814.0,3,50.0
2020-09,14820.0,3,50.0
2020-09,14824.0,3,50.0
2020-09,14825.0,3,50.0
2020-09,14827.0,3,50.0
2020-09,14839.0,3,100.0
2020-09,14848.0,4,50.0
2020-09,14852.0,3,100.0
2020-09,14881.0,3,50.0
2020-09,14888.0,3,50.0
2020-09,14898.0,3,50.0
2020-09,14904.0,4,50.0
2020-09,14924.0,3,50.0
2020-09,14940.0,3,50.0
2020-09,14941.0,4,100.0
2020-09,14952.0,4,70.0
2020-09,14956.0,4,50.0
2020-09,14962.0,4,100.0
2020-09,14969.0,3,100.0
2020-09,14976.0,3,50.0
2020-09,15017.0,3,50.0
2020-09,15026.0,3,100.0
2020-09,15031.0,3,100.0
2020-09,15088.0,3,100.0
2020-09,15105.0,3,50.0
2020-09,15107.0,3,100.0
2020-09,15119.0,3,50.0
2020-09,15129.0,3,100.0
2020-09,15166.0,3,50.0
2020-09,15169.0,3,100.0
2020-09,15207.0,3,50.0
2020-09,15249.0,4,50.0
2020-09,15251.0,3,50.0
2020-09,15277.0,3,100.0
2020-09,15287.0,3,100.0
2020-09,15300.0,3,100.0
2020-09,15304.0,3,100.0
2020-09,15305.0,3,50.0
2020-09,15306.0,3,50.0
2020-09,15312.0,3,50.0
2020-09,15349.0,3,100.0
2020-09,15360.0,3,50.0
2020-09,15364.0,3,50.0
2020-09,15370.0,3,100.0
2020-09,15380.0,4,100.0
2020-09,15390.0,4,100.0
2020-09,15392.0,3,100.0
2020-09,15397.0,3,50.0
2020-09,15400.0,3,50.0
2020-09,15402.0,4,100.0
2020-09,15418.0,4,50.0
2020-09,15431.0,3,100.0
2020-09,15433.0,3,50.0
2020-09,15440.0,4,50.0
2020-09,15444.0,3,50.0
2020-09,15448.0,3,100.0
2020-09,15449.0,3,100.0
2020-09,15465.0,3,50.0
2020-09,15470.0,3,50.0
2020-09,15478.0,3,100.0
2020-09,15499.0,3,50.0
2020-09,15532.0,3,100.0
2020-09,15535.0,4,100.0
2020-09,15536.0,4,50.0
2020-09,15549.0,3,100.0
2020-09,15551.0,3,100.0
2020-09,15555.0,3,50.0
2020-09,15569.0,3,100.0
2020-09,15583.0,4,100.0
2020-09,15614.0,3,100.0
2020-09,15633.0,3,100.0
2020-09,15637.0,3,100.0
2020-09,15644.0,4,50.0
2020-09,15656.0,3,100.0
2020-09,15660.0,3,50.0
2020-09,15664.0,4,50.0
2020-09,15692.0,4,50.0
2020-09,15707.0,3,100.0
2020-09,15724.0,4,50.0
2020-09,15730.0,3,100.0
2020-09,15741.0,3,100.0
2020-09,15813.0,4,100.0
2020-09,15828.0,3,100.0
2020-09,15858.0,3,50.0
2020-09,15860.0,3,50.0
2020-09,15865.0,4,100.0
2020-09,15880.0,3,100.0
2020-09,15897.0,3,100.0
2020-09,15920.0,3,50.0
2020-09,15943.0,3,100.0
2020-09,15952.0,3,100.0
2020-09,15971.0,3,100.0
2020-09,15973.0,3,100.0
2020-09,15975.0,4,100.0
2020-09,15989.0,3,100.0
2020-09,15996.0,4,100.0
2020-09,16000.0,4,100.0
2020-09,16011.0,3,50.0
2020-09,16019.0,3,100.0
2020-09,16023.0,3,100.0
2020-09,16042.0,3,50.0
2020-09,16050.0,3,50.0
2020-09,16071.0,3,100.0
2020-09,16097.0,3,100.0
